word,total_count,total_frequency,trump_count,trump_frequency,obama_frequency,obama_count,syllable
virginia,119,0.000218538,108,0.000246034,0.000104201,11,3
sad,118,0.000216701,117,0.000266537,9.47E-06,1,1
college,118,0.000216701,22,5.01E-05,0.000909392,96,2
ive,117,0.000214865,76,0.000173135,0.000388386,41,1
laws,117,0.000214865,110,0.000250591,6.63E-05,7,1
control,117,0.000214865,100,0.00022781,0.000161038,17,2
race,116,0.000213029,103,0.000234644,0.000123147,13,1
past,116,0.000213029,85,0.000193638,0.000293658,31,1
veterans,116,0.000213029,74,0.000168579,0.000397859,42,3
interest,116,0.000213029,85,0.000193638,0.000293658,31,3
billions,116,0.000213029,108,0.000246034,7.58E-05,8,2
winning,116,0.000213029,112,0.000255147,3.79E-05,4,2
four,115,0.000211192,57,0.000129851,0.000549425,58,1
angry,115,0.000211192,115,0.000261981,0,0,2
public,115,0.000211192,98,0.000223253,0.000161038,17,2
lowest,115,0.000211192,100,0.00022781,0.000142093,15,2
needed,115,0.000211192,109,0.000248313,5.68E-05,6,1
address,115,0.000211192,41,9.34E-05,0.00070099,74,2
cnn,115,0.000211192,115,0.000261981,0,0,1
worst,114,0.000209356,109,0.000248313,4.74E-05,5,1
based,114,0.000209356,111,0.000252869,2.84E-05,3,1
spoke,114,0.000209356,109,0.000248313,4.74E-05,5,1
prices,114,0.000209356,112,0.000255147,1.89E-05,2,1
debate,114,0.000209356,68,0.000154911,0.00043575,46,2
bernie,114,0.000209356,114,0.000259703,0,0,2
stories,114,0.000209356,104,0.000236922,9.47E-05,10,2
leaving,114,0.000209356,110,0.000250591,3.79E-05,4,2
facts,113,0.000207519,76,0.000173135,0.000350495,37,1
talking,113,0.000207519,103,0.000234644,9.47E-05,10,2
ukraine,113,0.000207519,111,0.000252869,1.89E-05,2,2
process,112,0.000205683,111,0.000252869,9.47E-06,1,2
historic,112,0.000205683,87,0.000198194,0.000236821,25,3
happened,112,0.000205683,105,0.0002392,6.63E-05,7,2
leadership,112,0.000205683,92,0.000209585,0.000189457,20,3
three,111,0.000203846,83,0.000189082,0.000265239,28,1
worked,111,0.000203846,93,0.000211863,0.000170511,18,1
choice,111,0.000203846,81,0.000184526,0.000284185,30,1
foreign,111,0.000203846,92,0.000209585,0.000179984,19,2
birthday,111,0.000203846,56,0.000127573,0.000521006,55,2
dangerous,111,0.000203846,102,0.000232366,8.53E-05,9,3
send,110,0.00020201,74,0.000168579,0.000341022,36,1
caught,110,0.00020201,109,0.000248313,9.47E-06,1,1
members,110,0.00020201,80,0.000182248,0.000284185,30,2
everybody,110,0.00020201,68,0.000154911,0.000397859,42,5
investigation,110,0.00020201,110,0.000250591,0,0,5
came,109,0.000200173,96,0.000218697,0.000123147,13,1
wage,109,0.000200173,6,1.37E-05,0.000975702,103,1
former,109,0.000200173,101,0.000230088,7.58E-05,8,2
saying,109,0.000200173,102,0.000232366,6.63E-05,7,2
success,109,0.000200173,89,0.000202751,0.000189457,20,2
amazing,109,0.000200173,102,0.000232366,6.63E-05,7,3
strongly,109,0.000200173,106,0.000241478,2.84E-05,3,2
obstruction,109,0.000200173,109,0.000248313,0,0,3
especially,109,0.000200173,108,0.000246034,9.47E-06,1,4
try,108,0.000198337,76,0.000173135,0.000303131,32,1
force,108,0.000198337,100,0.00022781,7.58E-05,8,1
fully,108,0.000198337,106,0.000241478,1.89E-05,2,2
check,107,0.0001965,57,0.000129851,0.000473642,50,1
started,107,0.0001965,92,0.000209585,0.000142093,15,1
violence,107,0.0001965,35,7.97E-05,0.000682044,72,2
add,106,0.000194664,30,6.83E-05,0.000719936,76,1
oil,106,0.000194664,62,0.000141242,0.000416805,44,1
mark,106,0.000194664,97,0.000220975,8.53E-05,9,1
enough,106,0.000194664,78,0.000177692,0.000265239,28,2
entire,106,0.000194664,96,0.000218697,9.47E-05,10,2
respect,106,0.000194664,101,0.000230088,4.74E-05,5,2
respected,106,0.000194664,104,0.000236922,1.89E-05,2,2
fix,105,0.000192828,79,0.00017997,0.000246294,26,1
set,105,0.000192828,72,0.000164023,0.000312604,33,1
game,105,0.000192828,90,0.000205029,0.000142093,15,1
create,105,0.000192828,46,0.000104792,0.000558897,59,1
candidate,105,0.000192828,89,0.000202751,0.000151565,16,3
successful,105,0.000192828,101,0.000230088,3.79E-05,4,3
city,105,0.000192828,100,0.00022781,4.74E-05,5,2
cities,105,0.000192828,100,0.00022781,4.74E-05,5,2
across,104,0.000190991,62,0.000141242,0.000397859,42,2
wanted,104,0.000190991,97,0.000220975,6.63E-05,7,1
unfair,104,0.000190991,103,0.000234644,9.47E-06,1,2
coronavirus,104,0.000190991,104,0.000236922,0,0,5
post,103,0.000189155,97,0.000220975,5.68E-05,6,1
schumer,103,0.000189155,103,0.000234644,0,0,2
reporting,103,0.000189155,103,0.000234644,0,0,3
means,102,0.000187318,64,0.000145798,0.000359968,38,1
false,102,0.000187318,98,0.000223253,3.79E-05,4,1
mayor,102,0.000187318,101,0.000230088,9.47E-06,1,2
coverage,102,0.000187318,41,9.34E-05,0.000577843,61,3
helping,101,0.000185482,69,0.000157189,0.000303131,32,2
minimum,101,0.000185482,5,1.14E-05,0.000909392,96,3
beginning,101,0.000185482,93,0.000211863,7.58E-05,8,3
step,100,0.000183645,50,0.000113905,0.000473642,50,1
says,100,0.000183645,73,0.000166301,0.000255767,27,1
point,99,0.000181809,91,0.000207307,7.58E-05,8,1
clean,99,0.000181809,40,9.11E-05,0.000558897,59,1
chuck,99,0.000181809,99,0.000225532,0,0,1
asking,99,0.000181809,72,0.000164023,0.000255767,27,2
speech,99,0.000181809,72,0.000164023,0.000255767,27,1
stated,99,0.000181809,99,0.000225532,0,0,1
attack,99,0.000181809,94,0.000214141,4.74E-05,5,2
easy,98,0.000179972,87,0.000198194,0.000104201,11,2
crowd,98,0.000179972,87,0.000198194,0.000104201,11,1
illegally,98,0.000179972,98,0.000223253,0,0,4
whistleblower,98,0.000179972,98,0.000223253,0,0,4
share,97,0.000178136,15,3.42E-05,0.000776773,82,1
leader,97,0.000178136,92,0.000209585,4.74E-05,5,2
arizona,97,0.000178136,88,0.000200472,8.53E-05,9,4
kim,96,0.000176299,96,0.000218697,0,0,1
turn,96,0.000176299,62,0.000141242,0.000322076,34,1
brave,96,0.000176299,90,0.000205029,5.68E-05,6,1
rating,96,0.000176299,96,0.000218697,0,0,2
student,96,0.000176299,11,2.51E-05,0.000805191,85,2
michael,96,0.000176299,93,0.000211863,2.84E-05,3,2
interviewed,96,0.000176299,96,0.000218697,0,0,3
knew,95,0.000174463,90,0.000205029,4.74E-05,5,1
leave,95,0.000174463,61,0.000138964,0.000322076,34,1
rates,95,0.000174463,56,0.000127573,0.000369441,39,1
peace,95,0.000174463,81,0.000184526,0.00013262,14,1
japan,95,0.000174463,90,0.000205029,4.74E-05,5,2
drugs,95,0.000174463,89,0.000202751,5.68E-05,6,1
giving,95,0.000174463,70,0.000159467,0.000236821,25,2
senators,95,0.000174463,77,0.000175413,0.000170511,18,3
starting,95,0.000174463,72,0.000164023,0.000217875,23,2
lamestream,95,0.000174463,95,0.000216419,0,0,3
opportunity,95,0.000174463,38,8.66E-05,0.000539952,57,5
play,94,0.000172627,73,0.000166301,0.00019893,21,1
isis,94,0.000172627,94,0.000214141,0,0,2
needs,94,0.000172627,53,0.000120739,0.000388386,41,1
deals,94,0.000172627,94,0.000214141,0,0,1
dishonest,94,0.000172627,94,0.000214141,0,0,3
cost,93,0.00017079,69,0.000157189,0.000227348,24,1
shows,93,0.00017079,72,0.000164023,0.00019893,21,1
equal,93,0.00017079,7,1.59E-05,0.000814664,86,2
nobody,93,0.00017079,81,0.000184526,0.000113674,12,3
sources,93,0.00017079,87,0.000198194,5.68E-05,6,1
policies,93,0.00017079,55,0.000125295,0.000359968,38,3
plus,92,0.000168954,89,0.000202751,2.84E-05,3,1
west,92,0.000168954,83,0.000189082,8.53E-05,9,1
iowa,92,0.000168954,68,0.000154911,0.000227348,24,2
enemy,92,0.000168954,90,0.000205029,1.89E-05,2,3
potus,92,0.000168954,2,4.56E-06,0.000852555,90,2
nearly,92,0.000168954,28,6.38E-05,0.000606262,64,2
children,92,0.000168954,49,0.000111627,0.000407332,43,2
building,92,0.000168954,77,0.000175413,0.000142093,15,2
local,91,0.000167117,77,0.000175413,0.00013262,14,2
whole,91,0.000167117,76,0.000173135,0.000142093,15,2
spending,91,0.000167117,71,0.000161745,0.000189457,20,2
department,91,0.000167117,87,0.000198194,3.79E-05,4,3
announced,91,0.000167117,78,0.000177692,0.000123147,13,2
twitter,91,0.000167117,57,0.000129851,0.000322076,34,2
adam,90,0.000165281,90,0.000205029,0,0,2
weeks,90,0.000165281,61,0.000138964,0.000274712,29,1
makes,90,0.000165281,58,0.00013213,0.000303131,32,1
looks,90,0.000165281,72,0.000164023,0.000170511,18,1
paying,90,0.000165281,75,0.000170857,0.000142093,15,2
forced,90,0.000165281,85,0.000193638,4.74E-05,5,1
freedom,90,0.000165281,75,0.000170857,0.000142093,15,2
playing,90,0.000165281,80,0.000182248,9.47E-05,10,2
romneys,90,0.000165281,3,6.83E-06,0.000824137,87,2
students,90,0.000165281,23,5.24E-05,0.00063468,67,2
minnesota,90,0.000165281,89,0.000202751,9.47E-06,1,4
community,90,0.000165281,55,0.000125295,0.000331549,35,4
lose,88,0.000161608,75,0.000170857,0.000123147,13,1
cases,88,0.000161608,80,0.000182248,7.58E-05,8,1
released,88,0.000161608,81,0.000184526,6.63E-05,7,2
corruption,88,0.000161608,88,0.000200472,0,0,3
daca,87,0.000159771,86,0.000195916,9.47E-06,1,2
brought,87,0.000159771,80,0.000182248,6.63E-05,7,1
testing,87,0.000159771,86,0.000195916,9.47E-06,1,2
melania,87,0.000159771,87,0.000198194,0,0,3
criminal,87,0.000159771,81,0.000184526,5.68E-05,6,3
evidence,87,0.000159771,84,0.00019136,2.84E-05,3,3
horrible,87,0.000159771,87,0.000198194,0,0,3
interview,87,0.000159771,81,0.000184526,5.68E-05,6,3
theyre,87,0.000159771,54,0.000123017,0.000312604,33,1
word,86,0.000157935,52,0.000118461,0.000322076,34,1
lead,86,0.000157935,66,0.000150354,0.000189457,20,1
side,86,0.000157935,74,0.000168579,0.000113674,12,1
truth,86,0.000157935,71,0.000161745,0.000142093,15,1
passed,86,0.000157935,55,0.000125295,0.000293658,31,1
evening,86,0.000157935,83,0.000189082,2.84E-05,3,3
shutdown,86,0.000157935,57,0.000129851,0.000274712,29,2
fed,85,0.000156098,84,0.00019136,9.47E-06,1,1
sick,85,0.000156098,61,0.000138964,0.000227348,24,1
hear,85,0.000156098,66,0.000150354,0.000179984,19,1
wins,85,0.000156098,84,0.00019136,9.47E-06,1,1
decades,85,0.000156098,78,0.000177692,6.63E-05,7,2
intelligence,85,0.000156098,85,0.000193638,0,0,4
jim,84,0.000154262,80,0.000182248,3.79E-05,4,1
paul,84,0.000154262,50,0.000113905,0.000322076,34,1
lies,84,0.000154262,82,0.000186804,1.89E-05,2,1
judge,84,0.000154262,82,0.000186804,1.89E-05,2,1
bigger,84,0.000154262,77,0.000175413,6.63E-05,7,2
reported,84,0.000154262,82,0.000186804,1.89E-05,2,2
rather,84,0.000154262,78,0.000177692,5.68E-05,6,2
citizens,84,0.000154262,65,0.000148076,0.000179984,19,3
late,83,0.000152426,71,0.000161745,0.000113674,12,1
gets,83,0.000152426,62,0.000141242,0.00019893,21,1
least,83,0.000152426,66,0.000150354,0.000161038,17,1
works,83,0.000152426,49,0.000111627,0.000322076,34,1
wasnt,83,0.000152426,74,0.000168579,8.53E-05,9,1
alabama,83,0.000152426,83,0.000189082,0,0,4
different,83,0.000152426,66,0.000150354,0.000161038,17,3
bob,82,0.000150589,81,0.000184526,9.47E-06,1,1
hurt,82,0.000150589,75,0.000170857,6.63E-05,7,1
bless,82,0.000150589,78,0.000177692,3.79E-05,4,1
steve,82,0.000150589,77,0.000175413,4.74E-05,5,1
heroes,82,0.000150589,77,0.000175413,4.74E-05,5,2
easily,82,0.000150589,82,0.000186804,0,0,3
treated,82,0.000150589,73,0.000166301,8.53E-05,9,1
deserve,82,0.000150589,33,7.52E-05,0.000464169,49,2
dnc,81,0.000148753,78,0.000177692,2.84E-05,3,1
legal,81,0.000148753,72,0.000164023,8.53E-05,9,2
crisis,81,0.000148753,60,0.000136686,0.00019893,21,2
israel,81,0.000148753,79,0.00017997,1.89E-05,2,2
supports,81,0.000148753,62,0.000141242,0.000179984,19,2
final,80,0.000146916,47,0.000107071,0.000312604,33,2
heard,80,0.000146916,52,0.000118461,0.000265239,28,1
phone,80,0.000146916,64,0.000145798,0.000151565,16,1
defend,80,0.000146916,76,0.000173135,3.79E-05,4,2
agreement,80,0.000146916,63,0.00014352,0.000161038,17,3
hopefully,80,0.000146916,80,0.000182248,0,0,4
iraq,79,0.00014508,33,7.52E-05,0.00043575,46,2
dead,79,0.00014508,76,0.000173135,2.84E-05,3,1
saved,79,0.00014508,64,0.000145798,0.000142093,15,1
prayers,79,0.00014508,64,0.000145798,0.000142093,15,2
primary,79,0.00014508,74,0.000168579,4.74E-05,5,3
dossier,79,0.00014508,79,0.00017997,0,0,2
increase,79,0.00014508,62,0.000141242,0.000161038,17,2
meetings,79,0.00014508,79,0.00017997,0,0,2
potential,79,0.00014508,73,0.000166301,5.68E-05,6,3
ballot,79,0.00014508,71,0.000161745,7.58E-05,8,2
jeff,78,0.000143243,78,0.000177692,0,0,1
ahead,78,0.000143243,57,0.000129851,0.00019893,21,2
month,78,0.000143243,41,9.34E-05,0.000350495,37,1
david,78,0.000143243,73,0.000166301,4.74E-05,5,2
voter,78,0.000143243,69,0.000157189,8.53E-05,9,2
syria,78,0.000143243,76,0.000173135,1.89E-05,2,2
funding,78,0.000143243,67,0.000152632,0.000104201,11,2
tuesday,78,0.000143243,72,0.000164023,5.68E-05,6,2
powerful,78,0.000143243,63,0.00014352,0.000142093,15,3
opponent,78,0.000143243,74,0.000168579,3.79E-05,4,3
relationship,78,0.000143243,78,0.000177692,0,0,4
old,77,0.000141407,67,0.000152632,9.47E-05,10,1
lady,77,0.000141407,43,9.80E-05,0.000322076,34,2
comes,77,0.000141407,47,0.000107071,0.000284185,30,1
single,77,0.000141407,32,7.29E-05,0.000426278,45,2
andrew,77,0.000141407,77,0.000175413,0,0,2
lawyer,77,0.000141407,77,0.000175413,0,0,2
couldnt,77,0.000141407,68,0.000154911,8.53E-05,9,1
shouldnt,77,0.000141407,33,7.52E-05,0.000416805,44,1
attorney,77,0.000141407,75,0.000170857,1.89E-05,2,3
mess,76,0.00013957,68,0.000154911,7.58E-05,8,1
union,76,0.00013957,55,0.000125295,0.00019893,21,2
school,76,0.00013957,54,0.000123017,0.000208402,22,1
policy,76,0.00013957,62,0.000141242,0.00013262,14,3
hurricane,76,0.00013957,68,0.000154911,7.58E-05,8,3
calls,76,0.00013957,44,0.000100236,0.000303131,32,1
dollar,76,0.00013957,68,0.000154911,7.58E-05,8,2
todays,75,0.000137734,37,8.43E-05,0.000359968,38,2
seeing,75,0.000137734,69,0.000157189,5.68E-05,6,2
robert,75,0.000137734,73,0.000166301,1.89E-05,2,2
results,75,0.000137734,72,0.000164023,2.84E-05,3,2
standing,75,0.000137734,45,0.000102514,0.000284185,30,2
favorite,75,0.000137734,42,9.57E-05,0.000312604,33,3
price,74,0.000135898,66,0.000150354,7.58E-05,8,1
using,74,0.000135898,61,0.000138964,0.000123147,13,2
guard,74,0.000135898,74,0.000168579,0,0,1
virus,74,0.000135898,74,0.000168579,0,0,2
covered,74,0.000135898,27,6.15E-05,0.000445223,47,2
nuclear,74,0.000135898,68,0.000154911,5.68E-05,6,2
destroy,74,0.000135898,74,0.000168579,0,0,2
director,74,0.000135898,71,0.000161745,2.84E-05,3,3
conversation,74,0.000135898,65,0.000148076,8.53E-05,9,4
putting,74,0.000135898,64,0.000145798,9.47E-05,10,2
air,73,0.000134061,58,0.00013213,0.000142093,15,1
youve,73,0.000134061,21,4.78E-05,0.000492588,52,1
death,73,0.000134061,70,0.000159467,2.84E-05,3,1
speak,73,0.000134061,56,0.000127573,0.000161038,17,1
helped,73,0.000134061,47,0.000107071,0.000246294,26,1
agreed,73,0.000134061,69,0.000157189,3.79E-05,4,2
except,73,0.000134061,72,0.000164023,9.47E-06,1,2
continues,73,0.000134061,67,0.000152632,5.68E-05,6,3
infrastructure,73,0.000134061,66,0.000150354,6.63E-05,7,4
lie,72,0.000132225,69,0.000157189,2.84E-05,3,1
idea,72,0.000132225,55,0.000125295,0.000161038,17,2
face,72,0.000132225,44,0.000100236,0.000265239,28,1
though,72,0.000132225,69,0.000157189,2.84E-05,3,1
france,72,0.000132225,72,0.000164023,0,0,1
elected,72,0.000132225,64,0.000145798,7.58E-05,8,2
someone,72,0.000132225,52,0.000118461,0.000189457,20,2
closely,72,0.000132225,72,0.000164023,0,0,3
speaking,72,0.000132225,45,0.000102514,0.000255767,27,2
disgrace,72,0.000132225,72,0.000164023,0,0,2
absolutely,72,0.000132225,68,0.000154911,3.79E-05,4,5
committee,72,0.000132225,72,0.000164023,0,0,3
kind,71,0.000130388,61,0.000138964,9.47E-05,10,1
issue,71,0.000130388,46,0.000104792,0.000236821,25,2
steel,71,0.000130388,67,0.000152632,3.79E-05,4,1
forget,71,0.000130388,61,0.000138964,9.47E-05,10,2
turkey,71,0.000130388,67,0.000152632,3.79E-05,4,2
canada,71,0.000130388,71,0.000161745,0,0,3
supporters,71,0.000130388,43,9.80E-05,0.000265239,28,3
killed,71,0.000130388,67,0.000152632,3.79E-05,4,1
whats,70,0.000128552,49,0.000111627,0.00019893,21,1
street,70,0.000128552,47,0.000107071,0.000217875,23,1
correct,70,0.000128552,70,0.000159467,0,0,2
bringing,70,0.000128552,58,0.00013213,0.000113674,12,2
congressional,70,0.000128552,57,0.000129851,0.000123147,13,4
hate,69,0.000126715,65,0.000148076,3.79E-05,4,1
mini,69,0.000126715,69,0.000157189,0,0,2
found,69,0.000126715,65,0.000148076,3.79E-05,4,1
dream,69,0.000126715,40,9.11E-05,0.000274712,29,1
maybe,69,0.000126715,68,0.000154911,9.47E-06,1,1
crimes,69,0.000126715,68,0.000154911,9.47E-06,1,1
afford,69,0.000126715,2,4.56E-06,0.00063468,67,2
points,69,0.000126715,67,0.000152632,1.89E-05,2,1
instead,69,0.000126715,51,0.000116183,0.000170511,18,2
defense,69,0.000126715,64,0.000145798,4.74E-05,5,2
involved,69,0.000126715,54,0.000123017,0.000142093,15,2
teachers,69,0.000126715,17,3.87E-05,0.000492588,52,2
louisiana,69,0.000126715,67,0.000152632,1.89E-05,2,4
majority,69,0.000126715,50,0.000113905,0.000179984,19,4
etc,68,0.000124879,68,0.000154911,0,0,1
page,68,0.000124879,63,0.00014352,4.74E-05,5,1
fought,68,0.000124879,48,0.000109349,0.000189457,20,1
reduce,68,0.000124879,22,5.01E-05,0.00043575,46,2
troops,68,0.000124879,49,0.000111627,0.000179984,19,1
question,68,0.000124879,53,0.000120739,0.000142093,15,2
politician,68,0.000124879,65,0.000148076,2.84E-05,3,4
tom,67,0.000123042,61,0.000138964,5.68E-05,6,1
wish,67,0.000123042,40,9.11E-05,0.000255767,27,1
rights,67,0.000123042,35,7.97E-05,0.000303131,32,1
created,67,0.000123042,41,9.34E-05,0.000246294,26,1
wouldnt,67,0.000123042,60,0.000136686,6.63E-05,7,1
representatives,67,0.000123042,53,0.000120739,0.00013262,14,5
met,66,0.000121206,59,0.000134408,6.63E-05,7,1
dan,66,0.000121206,66,0.000150354,0,0,1
rest,66,0.000121206,60,0.000136686,5.68E-05,6,1
term,66,0.000121206,51,0.000116183,0.000142093,15,1
added,66,0.000121206,20,4.56E-05,0.00043575,46,1
spent,66,0.000121206,61,0.000138964,4.74E-05,5,1
hundreds,66,0.000121206,58,0.00013213,7.58E-05,8,2
willing,66,0.000121206,41,9.34E-05,0.000236821,25,2
deficit,66,0.000121206,16,3.64E-05,0.000473642,50,3
situation,66,0.000121206,62,0.000141242,3.79E-05,4,3
mean,65,0.000119369,38,8.66E-05,0.000255767,27,1
nato,65,0.000119369,65,0.000148076,0,0,2
budget,65,0.000119369,28,6.38E-05,0.000350495,37,2
broken,65,0.000119369,40,9.11E-05,0.000236821,25,2
social,65,0.000119369,58,0.00013213,6.63E-05,7,2
january,65,0.000119369,39,8.88E-05,0.000246294,26,3
probably,65,0.000119369,64,0.000145798,9.47E-06,1,3
officials,65,0.000119369,59,0.000134408,5.68E-05,6,3
responders,65,0.000119369,61,0.000138964,3.79E-05,4,3
fraudulent,65,0.000119369,65,0.000148076,0,0,3
written,65,0.000119369,57,0.000129851,7.58E-05,8,2
fox,64,0.000117533,61,0.000138964,2.84E-05,3,1
east,64,0.000117533,62,0.000141242,1.89E-05,2,1
later,64,0.000117533,56,0.000127573,7.58E-05,8,2
clear,64,0.000117533,38,8.66E-05,0.000246294,26,1
focus,64,0.000117533,54,0.000123017,9.47E-05,10,2
serve,64,0.000117533,45,0.000102514,0.000179984,19,1
charge,64,0.000117533,56,0.000127573,7.58E-05,8,1
negative,64,0.000117533,62,0.000141242,1.89E-05,2,3
industry,64,0.000117533,42,9.57E-05,0.000208402,22,3
follow,64,0.000117533,46,0.000104792,0.000170511,18,2
credit,64,0.000117533,48,0.000109349,0.000151565,16,2
ban,63,0.000115697,52,0.000118461,0.000104201,11,1
