trump_word,trump_count,trump_frequency,trump_syllable,,obama_word,obama_frequency,obama_count,obama_syllable
spoke,109,0.000248313,1,,oil,0.000416805,44,1
prices,112,0.000255147,1,,mark,8.53E-05,9,1
debate,68,0.000154911,2,,enough,2.65E-04,28,2
bernie,114,0.000259703,2,,entire,9.47E-05,10,2
stories,104,0.000236922,2,,respect,4.74E-05,5,2
leaving,110,0.000250591,2,,respected,1.89E-05,2,2
facts,76,0.000173135,1,,fix,2.46E-04,26,1
talking,103,0.000234644,2,,set,0.000312604,33,1
ukraine,111,0.000252869,2,,game,0.000142093,15,1
process,111,0.000252869,2,,create,0.000558897,59,1
historic,87,0.000198194,3,,candidate,0.000151565,16,3
happened,105,0.0002392,2,,successful,3.79E-05,4,3
leadership,92,0.000209585,3,,city,4.74E-05,5,2
three,83,0.000189082,1,,cities,4.74E-05,5,2
worked,93,0.000211863,1,,across,3.98E-04,42,2
choice,81,0.000184526,1,,wanted,6.63E-05,7,1
foreign,92,0.000209585,2,,unfair,9.47E-06,1,2
birthday,56,0.000127573,2,,post,5.68E-05,6,1
dangerous,102,0.000232366,3,,means,3.60E-04,38,1
send,74,0.000168579,1,,false,3.79E-05,4,1
caught,109,0.000248313,1,,mayor,9.47E-06,1,2
members,80,0.000182248,2,,coverage,5.78E-04,61,3
everybody,68,0.000154911,5,,helping,0.000303131,32,2
investigation,110,0.000250591,5,,minimum,0.000909392,96,3
came,96,0.000218697,1,,beginning,7.58E-05,8,3
wage,6,1.37E-05,1,,step,4.74E-04,50,1
former,101,0.000230088,2,,says,0.000255767,27,1
saying,102,0.000232366,2,,point,7.58E-05,8,1
success,89,0.000202751,2,,clean,5.59E-04,59,1
amazing,102,0.000232366,3,,asking,0.000255767,27,2
strongly,106,0.000241478,2,,speech,0.000255767,27,1
obstruction,109,0.000248313,3,,attack,4.74E-05,5,2
especially,108,0.000246034,4,,easy,1.04E-04,11,2
try,76,0.000173135,1,,crowd,0.000104201,11,1
force,100,0.00022781,1,,share,0.000776773,82,1
fully,106,0.000241478,2,,leader,4.74E-05,5,2
check,57,0.000129851,1,,arizona,8.53E-05,9,4
started,92,0.000209585,1,,turn,3.22E-04,34,1
violence,35,7.97E-05,2,,brave,5.68E-05,6,1
add,30,6.83E-05,1,,student,8.05E-04,85,2
oil,62,0.000141242,1,,michael,2.84E-05,3,2
mark,97,0.000220975,1,,knew,4.74E-05,5,1
enough,78,0.000177692,2,,leave,3.22E-04,34,1
entire,96,0.000218697,2,,rates,0.000369441,39,1
respect,101,0.000230088,2,,peace,0.00013262,14,1
respected,104,0.000236922,2,,japan,4.74E-05,5,2
fix,79,0.00017997,1,,drugs,5.68E-05,6,1
set,72,0.000164023,1,,giving,2.37E-04,25,2
game,90,0.000205029,1,,senators,0.000170511,18,3
create,46,0.000104792,1,,starting,0.000217875,23,2
candidate,89,0.000202751,3,,opportunity,0.000539952,57,5
successful,101,0.000230088,3,,play,0.00019893,21,1
city,100,0.00022781,2,,needs,0.000388386,41,1
cities,100,0.00022781,2,,cost,0.000227348,24,1
across,62,0.000141242,2,,shows,0.00019893,21,1
wanted,97,0.000220975,1,,equal,0.000814664,86,2
unfair,103,0.000234644,2,,nobody,0.000113674,12,3
coronavirus,104,0.000236922,5,,sources,5.68E-05,6,1
post,97,0.000220975,1,,policies,3.60E-04,38,3
schumer,103,0.000234644,2,,plus,2.84E-05,3,1
reporting,103,0.000234644,3,,west,8.53E-05,9,1
means,64,0.000145798,1,,iowa,2.27E-04,24,2
false,98,0.000223253,1,,enemy,1.89E-05,2,3
mayor,101,0.000230088,2,,potus,8.53E-04,90,2
coverage,41,9.34E-05,3,,nearly,0.000606262,64,2
helping,69,0.000157189,2,,children,0.000407332,43,2
minimum,5,1.14E-05,3,,building,0.000142093,15,2
beginning,93,0.000211863,3,,local,0.00013262,14,2
step,50,0.000113905,1,,whole,0.000142093,15,2
says,73,0.000166301,1,,spending,0.000189457,20,2
point,91,0.000207307,1,,department,3.79E-05,4,3
clean,40,9.11E-05,1,,announced,1.23E-04,13,2
chuck,99,0.000225532,1,,twitter,0.000322076,34,2
asking,72,0.000164023,2,,weeks,0.000274712,29,1
speech,72,0.000164023,1,,makes,0.000303131,32,1
stated,99,0.000225532,1,,looks,0.000170511,18,1
attack,94,0.000214141,2,,paying,0.000142093,15,2
easy,87,0.000198194,2,,forced,4.74E-05,5,1
crowd,87,0.000198194,1,,freedom,1.42E-04,15,2
illegally,98,0.000223253,4,,playing,9.47E-05,10,2
whistleblower,98,0.000223253,4,,romneys,8.24E-04,87,2
share,15,3.42E-05,1,,students,0.00063468,67,2
leader,92,0.000209585,2,,minnesota,9.47E-06,1,4
arizona,88,0.000200472,4,,community,3.32E-04,35,4
kim,96,0.000218697,1,,lose,0.000123147,13,1
turn,62,0.000141242,1,,cases,7.58E-05,8,1
brave,90,0.000205029,1,,released,6.63E-05,7,2
rating,96,0.000218697,2,,daca,9.47E-06,1,2
student,11,2.51E-05,2,,brought,6.63E-05,7,1
michael,93,0.000211863,2,,testing,9.47E-06,1,2
interviewed,96,0.000218697,3,,criminal,5.68E-05,6,3
knew,90,0.000205029,1,,evidence,2.84E-05,3,3
leave,61,0.000138964,1,,interview,5.68E-05,6,3
rates,56,0.000127573,1,,theyre,3.13E-04,33,1
peace,81,0.000184526,1,,word,0.000322076,34,1
japan,90,0.000205029,2,,lead,0.000189457,20,1
drugs,89,0.000202751,1,,side,0.000113674,12,1
giving,70,0.000159467,2,,truth,0.000142093,15,1
senators,77,0.000175413,3,,passed,0.000293658,31,1
starting,72,0.000164023,2,,evening,2.84E-05,3,3
lamestream,95,0.000216419,3,,shutdown,2.75E-04,29,2
opportunity,38,8.66E-05,5,,fed,9.47E-06,1,1
play,73,0.000166301,1,,sick,2.27E-04,24,1
isis,94,0.000214141,2,,hear,0.000179984,19,1
needs,53,0.000120739,1,,wins,9.47E-06,1,1
deals,94,0.000214141,1,,decades,6.63E-05,7,2
dishonest,94,0.000214141,3,,jim,3.79E-05,4,1
cost,69,0.000157189,1,,paul,3.22E-04,34,1
shows,72,0.000164023,1,,lies,1.89E-05,2,1
equal,7,1.59E-05,2,,judge,1.89E-05,2,1
nobody,81,0.000184526,3,,bigger,6.63E-05,7,2
sources,87,0.000198194,1,,reported,1.89E-05,2,2
policies,55,0.000125295,3,,rather,5.68E-05,6,2
plus,89,0.000202751,1,,citizens,1.80E-04,19,3
west,83,0.000189082,1,,late,0.000113674,12,1
iowa,68,0.000154911,2,,gets,0.00019893,21,1
enemy,90,0.000205029,3,,least,0.000161038,17,1
potus,2,4.56E-06,2,,works,0.000322076,34,1
nearly,28,6.38E-05,2,,wasnt,8.53E-05,9,1
children,49,0.000111627,2,,different,1.61E-04,17,3
building,77,0.000175413,2,,bob,9.47E-06,1,1
local,77,0.000175413,2,,hurt,6.63E-05,7,1
whole,76,0.000173135,2,,bless,3.79E-05,4,1
spending,71,0.000161745,2,,steve,4.74E-05,5,1
department,87,0.000198194,3,,heroes,4.74E-05,5,2
announced,78,0.000177692,2,,treated,8.53E-05,9,1
twitter,57,0.000129851,2,,deserve,4.64E-04,49,2
adam,90,0.000205029,2,,dnc,2.84E-05,3,1
weeks,61,0.000138964,1,,legal,8.53E-05,9,2
makes,58,0.00013213,1,,crisis,1.99E-04,21,2
looks,72,0.000164023,1,,israel,1.89E-05,2,2
paying,75,0.000170857,2,,supports,1.80E-04,19,2
forced,85,0.000193638,1,,final,0.000312604,33,2
freedom,75,0.000170857,2,,heard,0.000265239,28,1
playing,80,0.000182248,2,,phone,0.000151565,16,1
romneys,3,6.83E-06,2,,defend,3.79E-05,4,2
students,23,5.24E-05,2,,agreement,1.61E-04,17,3
minnesota,89,0.000202751,4,,iraq,0.00043575,46,2
community,55,0.000125295,4,,dead,2.84E-05,3,1
lose,75,0.000170857,1,,saved,1.42E-04,15,1
cases,80,0.000182248,1,,prayers,0.000142093,15,2
released,81,0.000184526,2,,primary,4.74E-05,5,3
corruption,88,0.000200472,3,,increase,1.61E-04,17,2
daca,86,0.000195916,2,,potential,5.68E-05,6,3
brought,80,0.000182248,1,,ballot,7.58E-05,8,2
testing,86,0.000195916,2,,ahead,1.99E-04,21,2
melania,87,0.000198194,3,,month,0.000350495,37,1
criminal,81,0.000184526,3,,david,4.74E-05,5,2
evidence,84,0.00019136,3,,voter,8.53E-05,9,2
horrible,87,0.000198194,3,,syria,1.89E-05,2,2
interview,81,0.000184526,3,,funding,1.04E-04,11,2
theyre,54,0.000123017,1,,tuesday,5.68E-05,6,2
word,52,0.000118461,1,,powerful,1.42E-04,15,3
lead,66,0.000150354,1,,opponent,3.79E-05,4,3
side,74,0.000168579,1,,old,9.47E-05,10,1
truth,71,0.000161745,1,,lady,3.22E-04,34,2
passed,55,0.000125295,1,,comes,0.000284185,30,1
evening,83,0.000189082,3,,single,0.000426278,45,2
shutdown,57,0.000129851,2,,couldnt,8.53E-05,9,1
fed,84,0.00019136,1,,shouldnt,4.17E-04,44,1
sick,61,0.000138964,1,,attorney,1.89E-05,2,3
hear,66,0.000150354,1,,mess,7.58E-05,8,1
wins,84,0.00019136,1,,union,1.99E-04,21,2
decades,78,0.000177692,2,,school,0.000208402,22,1
intelligence,85,0.000193638,4,,policy,0.00013262,14,3
jim,80,0.000182248,1,,hurricane,7.58E-05,8,3
paul,50,0.000113905,1,,calls,3.03E-04,32,1
lies,82,0.000186804,1,,dollar,7.58E-05,8,2
judge,82,0.000186804,1,,todays,3.60E-04,38,2
bigger,77,0.000175413,2,,seeing,5.68E-05,6,2
reported,82,0.000186804,2,,robert,1.89E-05,2,2
rather,78,0.000177692,2,,results,2.84E-05,3,2
citizens,65,0.000148076,3,,standing,2.84E-04,30,2
late,71,0.000161745,1,,favorite,0.000312604,33,3
gets,62,0.000141242,1,,price,7.58E-05,8,1
least,66,0.000150354,1,,using,1.23E-04,13,2
works,49,0.000111627,1,,covered,0.000445223,47,2
wasnt,74,0.000168579,1,,nuclear,5.68E-05,6,2
alabama,83,0.000189082,4,,director,2.84E-05,3,3
different,66,0.000150354,3,,conversation,8.53E-05,9,4
bob,81,0.000184526,1,,putting,9.47E-05,10,2
hurt,75,0.000170857,1,,air,1.42E-04,15,1
bless,78,0.000177692,1,,youve,0.000492588,52,1
steve,77,0.000175413,1,,death,2.84E-05,3,1
heroes,77,0.000175413,2,,speak,1.61E-04,17,1
easily,82,0.000186804,3,,helped,0.000246294,26,1
treated,73,0.000166301,1,,agreed,3.79E-05,4,2
deserve,33,7.52E-05,2,,except,9.47E-06,1,2
dnc,78,0.000177692,1,,continues,5.68E-05,6,3
legal,72,0.000164023,2,,infrastructure,6.63E-05,7,4
crisis,60,0.000136686,2,,lie,2.84E-05,3,1
israel,79,0.00017997,2,,idea,1.61E-04,17,2
supports,62,0.000141242,2,,face,0.000265239,28,1
final,47,0.000107071,2,,though,2.84E-05,3,1
heard,52,0.000118461,1,,elected,7.58E-05,8,2
phone,64,0.000145798,1,,someone,1.89E-04,20,2
defend,76,0.000173135,2,,speaking,0.000255767,27,2
agreement,63,0.00014352,3,,absolutely,3.79E-05,4,5
hopefully,80,0.000182248,4,,kind,9.47E-05,10,1
iraq,33,7.52E-05,2,,issue,2.37E-04,25,2
dead,76,0.000173135,1,,steel,3.79E-05,4,1
saved,64,0.000145798,1,,forget,9.47E-05,10,2
prayers,64,0.000145798,2,,turkey,3.79E-05,4,2
primary,74,0.000168579,3,,supporters,2.65E-04,28,3
dossier,79,0.00017997,2,,killed,3.79E-05,4,1
increase,62,0.000141242,2,,whats,1.99E-04,21,1
meetings,79,0.00017997,2,,street,0.000217875,23,1
potential,73,0.000166301,3,,bringing,0.000113674,12,2
ballot,71,0.000161745,2,,congressional,0.000123147,13,4
jeff,78,0.000177692,1,,hate,3.79E-05,4,1
ahead,57,0.000129851,2,,found,3.79E-05,4,1
month,41,9.34E-05,1,,dream,2.75E-04,29,1
david,73,0.000166301,2,,maybe,9.47E-06,1,1
voter,69,0.000157189,2,,crimes,9.47E-06,1,1
syria,76,0.000173135,2,,afford,6.35E-04,67,2
funding,67,0.000152632,2,,points,1.89E-05,2,1
tuesday,72,0.000164023,2,,instead,1.71E-04,18,2
powerful,63,0.00014352,3,,defense,4.74E-05,5,2
opponent,74,0.000168579,3,,involved,1.42E-04,15,2
relationship,78,0.000177692,4,,teachers,0.000492588,52,2
old,67,0.000152632,1,,louisiana,1.89E-05,2,4
lady,43,9.80E-05,2,,majority,1.80E-04,19,4
comes,47,0.000107071,1,,page,4.74E-05,5,1
single,32,7.29E-05,2,,fought,1.89E-04,20,1
andrew,77,0.000175413,2,,reduce,0.00043575,46,2
lawyer,77,0.000175413,2,,troops,0.000179984,19,1
couldnt,68,0.000154911,1,,question,0.000142093,15,2
shouldnt,33,7.52E-05,1,,politician,2.84E-05,3,4
attorney,75,0.000170857,3,,tom,5.68E-05,6,1
mess,68,0.000154911,1,,wish,2.56E-04,27,1
union,55,0.000125295,2,,rights,0.000303131,32,1
school,54,0.000123017,1,,created,0.000246294,26,1
policy,62,0.000141242,3,,wouldnt,6.63E-05,7,1
hurricane,68,0.000154911,3,,representatives,1.33E-04,14,5
calls,44,0.000100236,1,,met,6.63E-05,7,1
dollar,68,0.000154911,2,,rest,5.68E-05,6,1
todays,37,8.43E-05,2,,term,1.42E-04,15,1
seeing,69,0.000157189,2,,added,0.00043575,46,1
robert,73,0.000166301,2,,spent,4.74E-05,5,1
results,72,0.000164023,2,,hundreds,7.58E-05,8,2
standing,45,0.000102514,2,,willing,2.37E-04,25,2
favorite,42,9.57E-05,3,,deficit,0.000473642,50,3
price,66,0.000150354,1,,situation,3.79E-05,4,3
using,61,0.000138964,2,,mean,2.56E-04,27,1
guard,74,0.000168579,1,,budget,0.000350495,37,2
virus,74,0.000168579,2,,broken,0.000236821,25,2
covered,27,6.15E-05,2,,social,6.63E-05,7,2
nuclear,68,0.000154911,2,,january,2.46E-04,26,3
destroy,74,0.000168579,2,,probably,9.47E-06,1,3
director,71,0.000161745,3,,officials,5.68E-05,6,3
conversation,65,0.000148076,4,,responders,3.79E-05,4,3
putting,64,0.000145798,2,,written,7.58E-05,8,2
air,58,0.00013213,1,,fox,2.84E-05,3,1
youve,21,4.78E-05,1,,east,1.89E-05,2,1
death,70,0.000159467,1,,later,7.58E-05,8,2
speak,56,0.000127573,1,,clear,2.46E-04,26,1
helped,47,0.000107071,1,,focus,9.47E-05,10,2
agreed,69,0.000157189,2,,serve,1.80E-04,19,1
except,72,0.000164023,2,,charge,7.58E-05,8,1
continues,67,0.000152632,3,,negative,1.89E-05,2,3
infrastructure,66,0.000150354,4,,industry,2.08E-04,22,3
lie,69,0.000157189,1,,follow,0.000170511,18,2
idea,55,0.000125295,2,,credit,0.000151565,16,2
face,44,0.000100236,1,,ban,0.000104201,11,1
though,69,0.000157189,1,,debt,0.000426278,45,1
france,72,0.000164023,1,,ryan,0.000359968,38,1
elected,64,0.000145798,2,,costs,0.000303131,32,1
someone,52,0.000118461,2,,losing,3.79E-05,4,2
closely,72,0.000164023,3,,trumps,9.47E-06,1,1
speaking,45,0.000102514,2,,courage,1.52E-04,16,2
disgrace,72,0.000164023,2,,weekend,0.000217875,23,2
absolutely,68,0.000154911,5,,certain,3.79E-05,4,2
committee,72,0.000164023,3,,necessary,2.84E-05,3,4
kind,61,0.000138964,1,,announce,3.79E-05,4,2
issue,46,0.000104792,2,,within,9.47E-05,10,2
steel,67,0.000152632,1,,either,9.47E-05,10,2
forget,61,0.000138964,2,,immigrants,2.84E-04,30,3
turkey,67,0.000152632,2,,buy,9.47E-05,10,1
canada,71,0.000161745,3,,kids,5.02E-04,53,1
supporters,43,9.80E-05,3,,grow,0.000397859,42,1
killed,67,0.000152632,1,,fire,2.84E-05,3,1
whats,49,0.000111627,1,,arent,1.71E-04,18,2
street,47,0.000107071,1,,staff,7.58E-05,8,1
correct,70,0.000159467,2,,release,6.63E-05,7,2
bringing,58,0.00013213,2,,thoughts,1.14E-04,12,1
congressional,57,0.000129851,4,,line,0.000227348,24,1
hate,65,0.000148076,1,,talks,0.000104201,11,1
mini,69,0.000157189,2,,tried,0.000113674,12,1
found,65,0.000148076,1,,repeal,0.000179984,19,2
dream,40,9.11E-05,1,,judges,9.47E-06,1,1
maybe,68,0.000154911,1,,growing,4.07E-04,43,2
crimes,68,0.000154911,1,,promise,0.000322076,34,2
afford,2,4.56E-06,2,,changed,0.000123147,13,1
points,67,0.000152632,1,,happens,0.000142093,15,2
instead,51,0.000116183,2,,reserve,9.47E-06,1,2
defense,64,0.000145798,2,,victims,1.61E-04,17,2
involved,54,0.000123017,2,,difference,0.000284185,30,3
teachers,17,3.87E-05,2,,cutting,0.000189457,20,2
louisiana,67,0.000152632,4,,calling,0.000161038,17,2
majority,50,0.000113905,4,,five,0.000369441,39,1
etc,68,0.000154911,1,,hand,9.47E-05,10,1
page,63,0.00014352,1,,event,1.33E-04,14,2
fought,48,0.000109349,1,,germany,9.47E-06,1,3
reduce,22,5.01E-05,2,,scott,2.84E-05,3,1
troops,49,0.000111627,1,,whether,1.33E-04,14,2
question,53,0.000120739,2,,sent,7.58E-05,8,1
politician,65,0.000148076,4,,woman,3.13E-04,33,2
tom,61,0.000138964,1,,recent,5.68E-05,6,2
wish,40,9.11E-05,1,,patriots,2.84E-05,3,2
rights,35,7.97E-05,1,,trillion,1.42E-04,15,2
created,41,9.34E-05,1,,committed,4.74E-05,5,2
wouldnt,60,0.000136686,1,,list,1.52E-04,16,1
representatives,53,0.000120739,5,,beat,3.79E-05,4,1
met,59,0.000134408,1,,flag,2.84E-05,3,1
dan,66,0.000150354,1,,voice,3.41E-04,36,1
rest,60,0.000136686,1,,group,9.47E-05,10,1
term,51,0.000116183,1,,hours,1.42E-04,15,1
added,20,4.56E-05,1,,whose,9.47E-05,10,1
spent,61,0.000138964,1,,chief,7.58E-05,8,1
hundreds,58,0.00013213,2,,missed,2.75E-04,29,1
willing,41,9.34E-05,2,,passing,0.000303131,32,2
deficit,16,3.64E-05,3,,liberal,9.47E-06,1,3
situation,62,0.000141242,3,,countrys,8.53E-05,9,2
mean,38,8.66E-05,1,,celebrate,1.61E-04,17,3
nato,65,0.000148076,2,,bipartisan,0.000208402,22,4
budget,28,6.38E-05,2,,wait,0.000274712,29,1
broken,40,9.11E-05,2,,communities,0.000142093,15,4
social,58,0.00013213,2,,shot,0.000217875,23,1
january,39,8.88E-05,3,,answer,9.47E-05,10,2
probably,64,0.000145798,3,,course,5.68E-05,6,1
officials,59,0.000134408,3,,nevada,4.74E-05,5,3
responders,61,0.000138964,3,,leading,4.74E-05,5,2
fraudulent,65,0.000148076,3,,raising,4.07E-04,43,2
written,57,0.000129851,2,,hearing,1.89E-05,2,2
fox,61,0.000138964,1,,medicare,3.32E-04,35,3
east,62,0.000141242,1,,deserves,0.000359968,38,2
later,56,0.000127573,2,,questions,6.63E-05,7,2
clear,38,8.66E-05,1,,confidence,3.79E-05,4,3
focus,54,0.000123017,2,,anniversary,3.13E-04,33,5
serve,45,0.000102514,1,,fall,0.000246294,26,1
charge,56,0.000127573,1,,manufacturing,0.00013262,14,5
negative,62,0.000141242,3,,human,5.68E-05,6,2
industry,42,9.57E-05,3,,sorry,9.47E-06,1,2
follow,46,0.000104792,2,,greater,6.63E-05,7,2
credit,48,0.000109349,2,,deliver,7.58E-05,8,3
ban,52,0.000118461,1,,pleased,2.84E-05,3,1
debt,18,4.10E-05,1,,eastern,1.89E-05,2,2
ryan,25,5.70E-05,1,,recovery,1.04E-04,11,4
costs,31,7.06E-05,1,,financial,0.000170511,18,3
losing,59,0.000134408,2,,legislation,0.000113674,12,4
trumps,62,0.000141242,1,,ill,0.000217875,23,1
puerto,63,0.00014352,2,,visit,0.000113674,12,2
courage,47,0.000107071,2,,car,0.000151565,16,1
weekend,40,9.11E-05,2,,moment,0.000350495,37,2
certain,59,0.000134408,2,,turned,7.58E-05,8,1
approved,63,0.00014352,2,,havent,1.23E-04,13,2
necessary,60,0.000136686,4,,perfect,0.000142093,15,2
announce,59,0.000134408,2,,problems,6.63E-05,7,2
within,53,0.000120739,2,,kentucky,9.47E-06,1,3
either,53,0.000120739,2,,pressure,9.47E-06,1,2
immigrants,33,7.52E-05,3,,michelle,3.79E-04,40,2
buy,52,0.000118461,1,,yes,0.000123147,13,1
kids,9,2.05E-05,1,,rep,7.58E-05,8,1
grow,20,4.56E-05,1,,hold,1.04E-04,11,1
fire,59,0.000134408,1,,shut,0.000151565,16,1
arent,44,0.000100236,2,,simple,0.00013262,14,2
staff,54,0.000123017,1,,keeping,0.000123147,13,2
release,55,0.000125295,2,,watched,1.89E-05,2,1
thoughts,50,0.000113905,1,,received,6.63E-05,7,2
line,37,8.43E-05,1,,outstanding,3.79E-05,4,3
rico,61,0.000138964,2,,interesting,9.47E-06,1,4
talks,50,0.000113905,1,,setting,3.79E-05,4,2
tried,49,0.000111627,1,,gop,2.75E-04,29,1
repeal,42,9.57E-05,2,,video,0.000369441,39,2
judges,60,0.000136686,1,,black,2.84E-05,3,1
growing,18,4.10E-05,2,,kevin,9.47E-06,1,2
promise,27,6.15E-05,2,,womens,3.41E-04,36,2
changed,48,0.000109349,1,,minutes,0.000179984,19,2
happens,46,0.000104792,2,,district,2.84E-05,3,2
reserve,60,0.000136686,2,,loopholes,1.80E-04,19,3
victims,44,0.000100236,2,,responsible,0.000161038,17,4
difference,31,7.06E-05,3,,importantly,9.47E-06,1,4
cutting,41,9.34E-05,2,,dinner,2.56E-04,27,2
calling,44,0.000100236,2,,credibility,1.89E-05,2,5
five,21,4.78E-05,1,,spend,1.42E-04,15,1
hand,50,0.000113905,1,,rules,0.000151565,16,2
event,46,0.000104792,2,,takes,0.00019893,21,1
chris,60,0.000136686,1,,demand,0.000123147,13,2
germany,59,0.000134408,3,,schools,0.000142093,15,1
chairman,60,0.000136686,2,,company,0.000151565,16,3
scott,57,0.000129851,1,,reasons,0.00013262,14,2
whether,46,0.000104792,2,,anywhere,1.89E-05,2,3
sent,51,0.000116183,1,,expensive,4.74E-05,5,3
woman,26,5.92E-05,2,,conditions,1.42E-04,15,3
recent,53,0.000120739,2,,led,6.63E-05,7,1
patriots,56,0.000127573,2,,aid,1.23E-04,13,1
trillion,44,0.000100236,2,,wife,2.84E-05,3,1
committed,54,0.000123017,2,,exist,4.74E-05,5,2
list,42,9.57E-05,1,,behind,1.99E-04,21,2
beat,54,0.000123017,1,,acting,1.89E-05,2,2
flag,55,0.000125295,1,,stands,8.53E-05,9,1
voice,22,5.01E-05,1,,behalf,7.58E-05,8,2
group,48,0.000109349,1,,center,3.79E-05,4,2
hours,43,9.80E-05,1,,message,2.46E-04,26,2
whose,48,0.000109349,1,,whatever,9.47E-05,10,3
chief,50,0.000113905,1,,criminals,2.84E-05,3,3
peter,58,0.00013213,2,,emergency,6.63E-05,7,4
missed,29,6.61E-05,1,,killing,9.47E-06,1,2
europe,58,0.00013213,2,,loan,4.26E-04,45,1
passing,26,5.92E-05,2,,cold,3.79E-05,4,1
liberal,57,0.000129851,3,,died,6.63E-05,7,1
countrys,49,0.000111627,2,,earth,1.89E-04,20,1
likewise,58,0.00013213,3,,third,5.68E-05,6,1
celebrate,41,9.34E-05,3,,became,1.14E-04,12,2
bipartisan,36,8.20E-05,4,,spread,0.000303131,32,1
wait,29,6.61E-05,1,,access,0.000236821,25,2
communities,43,9.80E-05,4,,ending,0.000179984,19,2
shot,34,7.75E-05,1,,monday,4.74E-05,5,2
jong,57,0.000129851,1,,honored,2.84E-05,3,2
answer,47,0.000107071,2,,saturday,3.79E-05,4,3
course,51,0.000116183,1,,advantage,2.84E-05,3,3
nevada,52,0.000118461,3,,gotten,9.47E-06,1,2
leading,52,0.000118461,2,,polling,7.58E-05,8,2
raising,14,3.19E-05,2,,additional,4.74E-05,5,4
hearing,55,0.000125295,2,,commitment,2.37E-04,25,3
medicare,22,5.01E-05,3,,auto,0.000189457,20,2
deserves,19,4.33E-05,2,,half,0.000227348,24,1
questions,50,0.000113905,2,,head,9.47E-05,10,1
confidence,53,0.000120739,3,,gives,1.14E-04,12,1
anarchists,57,0.000129851,3,,known,1.89E-05,2,1
anniversary,24,5.47E-05,5,,dirty,9.47E-06,1,2
fall,31,7.06E-05,1,,secure,9.47E-05,10,2
manufacturing,43,9.80E-05,5,,weekly,3.50E-04,37,2
clue,56,0.000127573,1,,served,0.000113674,12,1
human,50,0.000113905,2,,finish,0.000236821,25,2
sorry,55,0.000125295,2,,sending,7.58E-05,8,2
greater,49,0.000111627,2,,chinese,1.89E-05,2,2
deliver,48,0.000109349,3,,champion,6.63E-05,7,2
pleased,53,0.000120739,1,,decisions,2.37E-04,25,3
eastern,54,0.000123017,2,,tennessee,1.89E-05,2,3
request,56,0.000127573,2,,extraordinary,8.53E-05,9,5
greatly,56,0.000127573,2,,gas,1.33E-04,14,1
recovery,45,0.000102514,4,,due,6.63E-05,7,1
financial,38,8.66E-05,3,,ice,1.89E-05,2,1
legislation,44,0.000100236,4,,huge,1.71E-04,18,1
ill,33,7.52E-05,1,,goes,6.63E-05,7,1
visit,44,0.000100236,2,,oval,9.47E-05,10,2
